% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=988248, Mon Jan 16 15:37:15 2023, <python>{}</python>
1 22 0.0019750409183321833 1.000049908823962 -39.7 -3.9700000000000003e+01 -33.5 -29.4   
2 44 0.001952620599815015 1.000049908823962 -39.7 -3.6600000000000001e+01 -33.3 -30.2   
3 66 0.0019315832760189763 1.000049908823962 -39.7 -3.7600000000000001e+01 -34.6 -31.3   
4 88 0.0019123591345481371 1.000049908823962 -39.7 -3.7000000000000000e+01 -34.1 -31.1   
5 110 0.001894507530829585 1.000049908823962 -39.7 -3.9000000000000000e+01 -34.0 -30.1   
6 132 0.0018778572596370151 1.0051178649118109 -39.7 -3.9299999999999997e+01 -34.1 -31.4   
7 154 0.001862232643190242 1.0051178649118109 -41.6 -4.1600000000000001e+01 -34.6 -29.2   
8 176 0.001847737230487395 1.0051178649118109 -41.6 -3.7799999999999997e+01 -34.4 -29.9   
9 198 0.0018341293440036824 1.0051178649118109 -41.7 -4.1700000000000003e+01 -34.4 -29.9   
10 220 0.0018213084902056022 1.0051178649118109 -42.3 -4.2299999999999997e+01 -34.3 -29.4   
11 242 0.0018094659921393634 1.0059854025867423 -42.3 -3.8500000000000000e+01 -33.3 -30.3   
12 264 0.0017979464098320222 1.0059854025867423 -42.3 -3.8899999999999999e+01 -33.8 -29.3   
13 286 0.0017870407004742328 1.0059854025867423 -42.3 -3.9799999999999997e+01 -34.2 -31.1   
14 308 0.0017768159561253442 1.0059854025867423 -42.3 -3.9000000000000000e+01 -35.3 -30.2   
15 330 0.001767143598313263 1.0059854025867423 -42.3 -4.1000000000000000e+01 -33.8 -28.6   
16 352 0.0017576622312488143 1.007648465290361 -42.3 -3.9799999999999997e+01 -34.9 -31.9   
17 374 0.0017488021565111233 1.007648465290361 -42.3 -3.8000000000000000e+01 -33.8 -29.3   
18 396 0.0017407333323632322 1.007648465290361 -42.3 -4.1299999999999997e+01 -34.1 -29.8   
19 418 0.0017329359904289252 1.007648465290361 -42.3 -3.9399999999999999e+01 -34.4 -31.6   
20 440 0.0017254165781097782 1.007648465290361 -42.3 -3.7299999999999997e+01 -34.2 -28.9   
21 462 0.0017179905043784574 1.0097301205697558 -42.3 -3.9200000000000003e+01 -33.3 -30.0   
22 484 0.0017106688600047948 1.0097301205697558 -42.3 -4.0299999999999997e+01 -34.8 -29.2   
23 506 0.0017036629843523755 1.0097301205697558 -42.3 -3.9500000000000000e+01 -34.3 -29.3   
24 528 0.0016969012497291928 1.0097301205697558 -42.3 -3.7700000000000003e+01 -34.4 -30.5   
25 550 0.0016905593915918246 1.0097301205697558 -42.3 -3.8899999999999999e+01 -34.3 -30.4   
26 572 0.0016847483276000955 1.0120748103723085 -42.3 -4.0500000000000000e+01 -34.0 -29.8   
27 594 0.001679071145685857 1.0120748103723085 -42.3 -3.8200000000000003e+01 -34.3 -31.5   
28 616 0.0016736154068593683 1.0120748103723085 -42.3 -3.9000000000000000e+01 -34.1 -31.7   
29 638 0.0016682663587229227 1.0120748103723085 -42.3 -3.8200000000000003e+01 -33.1 -29.5   
30 660 0.0016636232687983366 1.0120748103723085 -42.3 -4.1500000000000000e+01 -34.4 -29.7   
31 682 0.0016593344163898921 1.0148680929723983 -42.3 -3.7100000000000001e+01 -33.7 -30.9   
32 704 0.0016549827588867461 1.0148680929723983 -42.3 -3.8299999999999997e+01 -33.4 -30.8   
33 726 0.001650459444329091 1.0148680929723983 -42.3 -4.0200000000000003e+01 -34.6 -31.0   
34 748 0.0016462106768975182 1.0148680929723983 -42.3 -4.0399999999999999e+01 -34.7 -30.4   
35 770 0.0016423278300154165 1.0148680929723983 -42.3 -3.9700000000000003e+01 -34.2 -30.0   
36 792 0.0016384731763176615 1.017886749541114 -42.3 -3.7899999999999999e+01 -34.1 -32.1   
37 814 0.0016347954963462186 1.017886749541114 -42.3 -3.7600000000000001e+01 -35.0 -29.9   
38 836 0.0016311829398639366 1.017886749541114 -42.3 -3.9299999999999997e+01 -34.1 -31.1   
39 858 0.0016276514829186252 1.017886749541114 -42.3 -3.9299999999999997e+01 -33.8 -29.0   
